"S1.1","S1.2","S1.3","S2.1","S2.2","S2.3","S3.1","S3.2","S3.3"
"Glyma02g00290.1",0.802444419,0.802444419,0.802444419,0.802444419,1.495619672,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma08g05740.1",5.294105324,5.618378511,5.74437694,4.800537794,5.377979375,5.521175422,5.632778195,5.840515542,5.587793098
"Glyma15g04780.2",2.57615938,4.38674731,4.420187929,3.100206401,3.220032249,3.48353348,3.919421798,3.380640935,2.979755932
"Glyma19g07162.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma13g34800.2",5.498797641,5.693887663,5.334236686,5.553342477,6.169667121,6.488428427,6.074663331,5.895433068,5.724814166
"Glyma14g05580.1",6.831915819,7.126015032,6.611601896,4.08008541,4.602568137,5.752291414,5.144875782,5.588834789,5.724814166
"Glyma17g13800.2",0.802444419,0.802444419,1.488107454,0.802444419,0.802444419,0.802444419,0.802444419,1.374338448,0.802444419
"Glyma14g08170.6",5.837262082,5.85604832,5.848650688,6.624867975,6.862071116,6.330654534,4.991751957,4.974324355,4.491656415
"Glyma17g27110.1",2.57615938,2.708883726,1.763406798,3.82347168,2.152379961,0.802444419,0.802444419,1.606099385,0.802444419
"Glyma09g21050.1",6.975760616,6.382393161,6.581673484,6.363877518,6.432276328,5.951385735,5.913793844,5.731534479,5.141950986
"Glyma13g36840.2",5.591163423,5.85604832,6.242265361,3.82347168,3.566863045,3.648803158,3.525391014,3.457575535,2.979755932
"Glyma03g29301.3",3.928861976,3.587762083,3.323111951,3.82347168,2.841576602,3.295618641,2.970397346,2.967061604,2.979755932
"Glyma15g01850.1",5.759811393,5.201655974,4.841522825,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma02g13240.1",6.230710205,6.152069325,5.765844582,5.058658307,5.077653981,5.435078974,5.238576563,4.999664033,5.267030324
"Glyma06g18500.1",5.179675485,5.333533195,5.878515184,3.82347168,3.843760721,4.164186463,2.400776787,3.530423018,3.255648587
"Glyma08g40610.2",3.928861976,4.936976565,4.336059024,3.508926494,4.14412898,4.455765278,3.525391014,4.055990971,3.680652147
"Glyma19g29060.1",0.802444419,3.070193613,3.262081821,2.504094126,3.220032249,3.077327899,4.758264225,4.596174331,4.931168661
"Glyma20g04500.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma01g41940.3",0.802444419,0.802444419,2.634493029,0.802444419,1.495619672,2.024570893,0.802444419,1.374338448,0.802444419
"Glyma12g04745.1",6.62923669,6.835325708,6.130916416,2.504094126,4.474495531,5.295421716,0.802444419,1.925188497,0.802444419
"Glyma01g36840.1",6.793595219,6.82417725,6.971468696,6.315386025,6.877264344,6.724241054,7.254554216,7.312533537,7.016765508
"Glyma11g26510.1",8.104090117,8.231311004,8.217782195,9.233869244,9.547682532,9.613111756,8.767452888,8.822550799,8.922653681
"Glyma02g45590.1",0.802444419,3.070193613,2.634493029,0.802444419,3.006235812,3.077327899,2.970397346,2.912002562,2.629277496
"Glyma13g05350.2",0.802444419,0.802444419,0.802444419,0.802444419,1.495619672,0.802444419,0.802444419,2.050358216,2.134442499
"Glyma16g32130.4",0.802444419,0.802444419,2.284122113,0.802444419,1.495619672,2.024570893,0.802444419,0.802444419,0.802444419
"Glyma07g36860.1",0.802444419,0.802444419,0.802444419,0.802444419,1.495619672,0.802444419,1.960025921,0.802444419,0.802444419
"Glyma03g32510.3",4.409914796,6.152069325,5.68926405,5.277342903,5.487789585,6.04148131,5.525432095,5.854442503,6.233385717
"Glyma02g35064.1",0.802444419,3.219282553,3.198162033,4.08008541,3.404429577,4.164186463,2.970397346,3.119595914,2.629277496
"Glyma07g37100.1",7.337159185,6.879077129,7.14109853,7.788912422,7.903706075,7.104475497,7.362338343,7.412333137,7.470557837
"Glyma20g28270.1",4.600559949,4.663261021,3.437521613,3.82347168,5.129451001,5.435078974,4.029452583,4.692726999,5.075072909
"Glyma11g02170.2",2.57615938,1.806181881,2.822146858,2.504094126,1.773750117,2.024570893,2.400776787,2.664562324,2.629277496
"Glyma07g19271.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma07g04090.2",3.189934035,2.195941712,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,1.374338448,0.802444419
"Glyma08g14530.1",0.802444419,2.195941712,2.528801926,3.100206401,3.925073038,3.295618641,4.226705426,4.596174331,4.143559112
"Glyma01g22850.1",4.768720191,5.235777397,5.100484335,5.277342903,5.392173091,5.787444605,4.879759784,5.012167925,5.075072909
"Glyma01g40580.2",3.928861976,3.587762083,3.976240132,3.100206401,2.152379961,2.485804332,0.802444419,1.925188497,2.629277496
"Glyma18g04150.1",0.802444419,2.195941712,1.488107454,2.504094126,0.802444419,2.024570893,2.970397346,2.664562324,2.134442499
"Glyma08g26090.1",7.31027037,7.506776317,7.46336064,6.70232622,6.756473744,6.445084344,7.113588064,6.579559671,6.65497132
"Glyma09g38840.3",3.189934035,2.195941712,1.763406798,2.504094126,2.841576602,2.815709867,2.970397346,2.664562324,2.629277496
"Glyma08g26220.2",3.189934035,3.219282553,2.906502055,0.802444419,1.773750117,0.802444419,1.960025921,1.606099385,2.134442499
"Glyma14g05730.1",0.802444419,0.802444419,2.634493029,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma08g23980.3",4.189719725,3.878324529,3.543105605,2.504094126,3.284326375,3.648803158,3.669489075,3.565451044,3.85248678
"Glyma10g29481.4",3.189934035,1.806181881,1.763406798,0.802444419,1.495619672,2.024570893,2.970397346,2.161653477,2.979755932
"Glyma01g40840.1",6.492371792,6.607189872,6.70894817,5.711719484,6.525243205,6.630625699,5.700136948,6.251652357,5.889316549
"Glyma06g43050.1",8.165385569,8.5482111,8.271246948,9.253297312,9.035415962,9.514383335,10.33416641,10.45192952,10.56744271
"Glyma19g40661.1",5.055331333,6.30429249,5.666614161,4.485384761,5.474513184,5.821759946,4.991751957,5.084985441,5.436337132
"Glyma19g09450.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma19g39655.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma16g05235.1",4.409914796,3.475608771,3.93848481,2.504094126,2.299330519,2.485804332,3.181867923,2.262366414,0.802444419
"Glyma15g12150.1",5.591163423,5.395194889,5.572272223,4.485384761,4.96808848,4.62150018,4.991751957,5.458054934,5.767735021
"Glyma02g12490.1",5.294105324,5.899212831,5.73352187,7.924361355,7.543203215,7.736929154,7.627246951,7.540519295,8.015304127
"Glyma03g33160.1",2.57615938,3.788031682,3.198162033,6.944713629,7.070299447,7.145661521,8.44839595,8.604209538,8.674884317
"Glyma03g26352.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma15g17100.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma18g39771.1",5.055331333,4.977911166,4.995171227,3.82347168,3.404429577,2.815709867,3.669489075,2.354658205,3.255648587
"Glyma08g26340.1",7.86638071,8.35263534,7.958490985,7.658971336,7.752646012,7.727918176,6.546404842,6.277715445,6.631942351
"Glyma04g32970.2",3.928861976,3.788031682,3.818717943,4.08008541,3.88500586,4.365060981,0.802444419,2.79429905,2.979755932
"Glyma08g10153.1",9.479822443,9.469998363,9.337507727,8.864348437,8.974332816,8.838329737,9.177644876,9.221233254,9.229152135
"Glyma10g31800.3",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma18g47240.1",6.492371792,6.30429249,6.242265361,5.17215966,5.806540396,6.23208373,5.632778195,5.716359875,5.267030324
"Glyma02g26756.2",2.57615938,2.195941712,2.412894115,2.504094126,1.495619672,2.485804332,0.802444419,1.606099385,0.802444419
"Glyma03g03883.1",8.827451687,9.517479419,8.928325297,9.253297312,8.80329891,9.707807578,9.836478478,9.893538627,9.915091426
"Glyma15g11680.1",7.106550085,8.264674779,7.240200338,8.768584392,8.293522609,8.390283603,8.944360515,9.2629091,9.485022303
"Glyma06g47340.4",2.57615938,3.475608771,3.859787307,3.100206401,2.652548323,3.48353348,2.400776787,3.380640935,3.255648587
"Glyma14g34760.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma05g31141.2",2.57615938,1.806181881,2.906502055,0.802444419,2.299330519,0.802444419,2.400776787,2.050358216,2.134442499
"Glyma08g20590.1",3.928861976,3.691498409,4.183726338,2.504094126,2.926515396,0.802444419,2.400776787,2.79429905,3.255648587
"Glyma10g32680.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma19g25150.1",3.189934035,3.878324529,3.593010849,3.100206401,1.773750117,0.802444419,0.802444419,1.374338448,2.134442499
"Glyma02g07640.3",2.57615938,0.802444419,2.634493029,2.504094126,0.802444419,2.485804332,1.960025921,0.802444419,0.802444419
"Glyma06g47430.1",6.393331479,6.351658831,6.481500712,2.504094126,3.152509389,0.802444419,4.399832955,4.006427726,3.680652147
"Glyma05g35680.3",4.768720191,5.538686812,5.083460226,5.711719484,5.848288659,5.888030736,5.525432095,5.421074333,5.267030324
"Glyma08g15730.1",3.189934035,0.802444419,3.859787307,0.802444419,1.773750117,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma15g17250.5",0.802444419,2.902131009,2.138459829,0.802444419,2.299330519,2.815709867,3.919421798,2.967061604,2.979755932
"Glyma17g33550.1",3.189934035,3.219282553,3.687729849,4.08008541,4.177549388,3.796464751,4.479085791,4.150184819,4.683947725
"Glyma13g37870.2",0.802444419,2.195941712,2.528801926,3.508926494,3.665414987,3.295618641,4.625485517,3.817761013,4.005527029
"Glyma13g36600.1",3.60822179,2.195941712,2.528801926,0.802444419,2.152379961,0.802444419,2.400776787,1.606099385,2.134442499
"Glyma04g06700.1",7.439965676,7.272632155,7.197432004,6.944713629,7.155845006,6.878806776,6.766459845,6.668909107,6.608539577
"Glyma20g39181.3",3.928861976,2.480108018,3.593010849,3.508926494,4.21019923,4.268174867,3.919421798,3.846316706,3.680652147
"Glyma14g11530.1",0.802444419,0.802444419,0.802444419,4.651633371,4.074821593,4.051948721,5.562111223,5.31418165,5.539058301
"Glyma19g02140.1",4.600559949,5.017709522,4.646333248,4.297148571,3.404429577,3.48353348,0.802444419,2.519621769,0.802444419
"Glyma01g03470.1",9.449341685,9.802272776,9.182683603,5.984182951,6.303198482,6.098559621,3.800033846,4.259742496,3.680652147
"Glyma12g09330.1",3.189934035,5.643990937,5.013269095,4.93540082,4.948985229,5.821759946,5.192490224,5.373469621,5.267030324
"Glyma08g05620.2",0.802444419,3.070193613,2.412894115,0.802444419,1.773750117,2.485804332,0.802444419,1.606099385,0.802444419
"Glyma15g04686.1",0.802444419,0.802444419,1.488107454,2.504094126,0.802444419,0.802444419,0.802444419,0.802444419,2.979755932
"Glyma15g16580.2",0.802444419,0.802444419,0.802444419,0.802444419,1.495619672,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma06g07810.6",0.802444419,1.806181881,1.969199029,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma06g04760.1",10.56141988,10.33814631,10.32687361,11.36788525,11.32794927,11.23730114,11.61369626,11.70078902,11.89495551
"Glyma13g37610.1",9.110627766,9.101263964,8.910383452,7.908109614,8.003993446,7.945646487,8.162611744,8.395222796,8.539168661
"Glyma10g05910.1",0.802444419,1.806181881,0.802444419,0.802444419,1.773750117,2.024570893,0.802444419,1.780646184,2.134442499
"Glyma08g12270.1",7.282870745,7.126015032,8.213886379,4.297148571,4.674235862,5.027465339,3.525391014,2.161653477,2.134442499
"Glyma02g06270.1",0.802444419,2.708883726,3.198162033,0.802444419,2.429190874,2.815709867,3.919421798,3.256422827,4.005527029
"Glyma18g29100.1",9.868737934,9.430120299,9.64437826,7.639414581,8.363511735,8.308027081,5.632778195,5.572069253,5.587793098
"Glyma16g17075.1",0.802444419,2.195941712,1.969199029,0.802444419,0.802444419,0.802444419,0.802444419,1.606099385,0.802444419
"Glyma10g03430.2",2.57615938,3.691498409,2.906502055,3.508926494,3.345703274,0.802444419,2.400776787,3.019892689,3.255648587
"Glyma01g38120.1",9.443167484,9.419050393,9.325823492,9.635349423,9.770133687,10.03265591,9.347262738,9.489345197,9.596248378
"Glyma10g35032.1",0.802444419,2.708883726,2.412894115,2.504094126,2.750602782,2.024570893,2.970397346,3.019892689,2.979755932
"Glyma08g09260.5",5.179675485,4.612079851,5.066231735,3.82347168,4.552710124,2.815709867,4.554162475,3.955057373,3.680652147
"Glyma10g26900.1",0.802444419,2.708883726,3.198162033,0.802444419,0.802444419,2.024570893,0.802444419,1.606099385,0.802444419
"Glyma08g23860.1",3.189934035,4.612079851,5.229863869,4.297148571,4.447440324,4.455765278,5.283230233,6.125289909,5.680574182
"Glyma01g26990.1",9.424484741,9.788002133,9.33212676,7.037296373,7.030083827,6.845862153,8.168562797,8.305638601,8.118291962
"Glyma10g41770.2",3.60822179,4.043159278,4.117892782,3.100206401,3.284326375,3.295618641,3.525391014,3.788610379,2.979755932
"Glyma04g04120.1",0.802444419,3.691498409,3.776406608,3.100206401,3.665414987,4.051948721,1.960025921,3.299105444,3.680652147
"Glyma05g03350.1",4.919179105,4.612079851,4.800390278,4.800537794,4.552710124,5.478771324,4.029452583,4.56248298,4.005527029
"Glyma20g02051.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma19g42060.7",5.055331333,5.765632398,4.447160895,8.741324644,8.577027171,9.030128487,8.919873946,8.808323918,8.969319922
"Glyma15g15133.1",3.189934035,2.195941712,2.634493029,3.82347168,4.697348021,4.051948721,6.669049025,6.519675494,6.785917358
"Glyma02g26490.1",4.409914796,5.899212831,5.376747247,4.297148571,4.720092494,5.521175422,5.525432095,5.430409021,6.202448784
"Glyma10g36910.1",5.294105324,5.565744113,5.083460226,5.854385506,4.96808848,6.04148131,6.148827783,6.410848729,5.488614517
"Glyma12g12300.2",3.60822179,2.480108018,3.262081821,0.802444419,1.495619672,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma09g07430.1",7.647549213,8.056602371,7.453481461,3.82347168,4.720092494,4.268174867,4.479085791,4.527976936,5.075072909
"Glyma0086s00250.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma09g06470.1",5.759811393,6.271827417,5.858674492,5.711719484,5.858539312,5.855276521,5.238576563,5.768785617,5.809413293
"Glyma10g28710.1",0.802444419,2.195941712,2.412894115,0.802444419,1.773750117,2.485804332,0.802444419,0.802444419,0.802444419
"Glyma13g32270.4",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma14g01560.1",5.837262082,5.877792286,5.776459546,4.651633371,4.929623964,5.390017368,6.09981137,6.545645307,6.827050473
"Glyma15g42301.1",4.919179105,4.259121106,5.133938508,4.651633371,4.764524293,4.051948721,5.368578813,5.430409021,5.004924918
"Glyma03g35160.1",0.802444419,1.806181881,0.802444419,0.802444419,1.773750117,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma04g05620.5",4.600559949,4.190730225,4.920405151,4.297148571,4.273326104,3.077327899,5.09562789,4.961484587,4.384823783
"Glyma15g14633.2",3.189934035,2.195941712,0.802444419,3.100206401,0.802444419,2.485804332,2.400776787,1.606099385,2.629277496
"Glyma09g15620.2",3.60822179,3.353473394,4.117892782,2.504094126,2.841576602,3.077327899,2.970397346,3.256422827,2.134442499
"Glyma13g04350.2",3.189934035,2.195941712,1.969199029,0.802444419,1.773750117,0.802444419,0.802444419,0.802444419,2.134442499
"Glyma03g00660.2",0.802444419,2.195941712,2.284122113,3.508926494,3.006235812,2.024570893,1.960025921,2.59424315,2.134442499
"Glyma20g34470.1",5.677956063,5.742112539,5.584408798,5.984182951,5.614220611,5.752291414,6.124527997,5.8613558,6.233385717
"Glyma07g17291.1",0.802444419,1.806181881,2.138459829,7.152162886,5.552393466,6.098559621,5.409425046,5.693293757,5.205851824
"Glyma04g43530.2",3.189934035,4.259121106,3.899687461,3.100206401,3.80126414,3.648803158,4.625485517,4.172784626,4.771186028
"Glyma14g01330.1",5.055331333,5.166704137,5.53523588,6.363877518,6.093623618,6.28221166,6.124527997,6.230457115,6.35089153
"Glyma04g07080.1",2.57615938,3.691498409,3.131044685,4.485384761,3.514821475,3.48353348,4.315904794,4.341677489,4.143559112
"Glyma02g17323.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma01g41590.1",6.539451945,6.078884652,5.95525266,5.467097437,5.837964516,6.180149145,6.219361178,6.107959789,5.767735021
"Glyma17g12160.2",0.802444419,3.070193613,3.776406608,0.802444419,2.429190874,0.802444419,2.400776787,0.802444419,0.802444419
"Glyma08g09380.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma18g04820.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,1.606099385,0.802444419
"Glyma02g41160.2",3.928861976,4.324366604,4.669383961,7.752965257,7.48489379,7.624894186,7.174006822,7.458619187,7.13612346
"Glyma10g22120.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma15g11250.2",3.60822179,3.070193613,3.641178542,2.504094126,2.429190874,2.485804332,1.960025921,2.440040652,2.629277496
"Glyma12g18970.3",10.18589804,10.13777979,10.03447605,8.091998342,8.532945995,8.808723337,7.372686667,7.527550075,7.741859599
"Glyma10g43940.1",3.60822179,4.760433252,3.776406608,4.08008541,2.750602782,4.051948721,4.554162475,4.238497916,4.591037204
"Glyma18g44770.1",4.919179105,3.788031682,3.687729849,4.297148571,3.964029309,4.541038243,4.625485517,5.073102941,4.931168661
"Glyma20g18910.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma06g17520.2",2.57615938,1.806181881,2.822146858,6.912483062,7.454830649,7.033105454,7.18579268,7.294782484,6.925025484
"Glyma03g25820.1",7.990126198,8.835898519,8.219726165,8.576294727,8.33078186,8.915755633,8.362744922,8.366379869,8.526740993
"Glyma04g12521.1",5.837262082,5.920319453,6.139161639,4.800537794,4.96808848,5.679300111,5.326537964,5.252342192,4.491656415
"Glyma18g05100.1",0.802444419,0.802444419,0.802444419,2.504094126,2.299330519,0.802444419,1.960025921,1.780646184,2.134442499
"Glyma03g27110.2",4.409914796,3.691498409,3.976240132,5.058658307,4.303866771,4.967301182,4.936849374,5.084985441,5.724814166
"Glyma06g43450.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma04g06440.2",4.189719725,4.118869227,4.550219824,6.159279455,6.058493961,6.20635038,5.238576563,4.840436643,4.931168661
"Glyma02g16611.1",3.928861976,3.475608771,4.083789975,3.508926494,3.514821475,4.051948721,3.525391014,3.565451044,2.979755932
"Glyma05g34200.1",3.189934035,4.190730225,4.525144998,2.504094126,2.54603671,2.024570893,0.802444419,1.374338448,0.802444419
"Glyma14g16883.1",7.167750184,6.63297629,6.617513743,5.553342477,6.153111985,6.742256249,6.471334201,6.884330451,7.13612346
"Glyma13g17890.1",0.802444419,1.806181881,0.802444419,0.802444419,1.981549201,2.024570893,1.960025921,1.780646184,2.629277496
"Glyma02g23860.1",10.71280517,11.08566505,10.82771804,6.879515646,7.733296625,7.275027384,6.750674874,6.372667507,6.806630577
"Glyma04g10940.1",0.802444419,1.806181881,2.528801926,5.467097437,5.162972317,5.245681607,5.409425046,5.262835362,4.853410018
"Glyma03g38930.1",9.515569118,8.531175911,9.393689529,9.399965363,9.599740763,9.176395905,7.644430352,7.274224399,7.246354112
"Glyma08g19445.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma05g30720.1",0.802444419,0.802444419,1.763406798,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma11g19390.1",3.928861976,5.235777397,4.525144998,3.100206401,2.750602782,0.802444419,2.717845277,2.59424315,2.979755932
"Glyma12g02040.1",0.802444419,0.802444419,0.802444419,3.82347168,3.006235812,4.455765278,4.991751957,5.783420323,5.724814166
"Glyma02g45790.1",8.195083511,8.066095595,7.684998148,6.912483062,6.624631751,6.742256249,7.076083325,7.507874949,8.13476382
"Glyma04g03290.1",9.962375222,10.14563602,10.12697531,10.15246803,10.45180744,10.4937717,9.644884708,9.770973412,9.866607776
"Glyma18g51450.1",3.928861976,3.587762083,4.013009211,2.504094126,4.177549388,4.164186463,3.669489075,4.031427077,4.143559112
"Glyma17g23861.1",3.60822179,2.902131009,1.763406798,0.802444419,0.802444419,2.485804332,2.970397346,2.912002562,2.134442499
"Glyma18g42480.1",5.498797641,4.806651191,5.133938508,4.93540082,4.929623964,4.904501348,4.879759784,4.400170629,5.267030324
"Glyma03g10046.1",7.074947792,4.894838485,6.934062886,4.297148571,6.226156702,7.198808186,5.283230233,4.708203451,5.267030324
"Glyma01g39920.1",5.837262082,5.899212831,5.560032404,4.93540082,4.869919453,5.343497585,3.669489075,3.758838685,4.384823783
"Glyma12g03080.2",5.179675485,5.166704137,5.319782443,4.651633371,4.333764552,4.541038243,4.991751957,4.961484587,4.591037204
"Glyma07g03820.1",4.600559949,5.017709522,5.376747247,4.08008541,5.023917098,4.268174867,4.693415826,4.596174331,3.85248678
"Glyma11g15160.4",5.179675485,5.833970999,5.458173703,5.467097437,5.259082532,5.641367839,5.632778195,5.669851987,6.105441425
"Glyma07g38980.1",0.802444419,0.802444419,0.802444419,0.802444419,2.841576602,2.485804332,2.400776787,2.354658205,0.802444419
"Glyma03g37530.2",0.802444419,2.195941712,2.284122113,4.93540082,4.001936034,5.027465339,2.717845277,3.457575535,4.005527029
"Glyma11g27538.1",3.60822179,1.806181881,3.198162033,2.504094126,2.299330519,0.802444419,0.802444419,2.161653477,0.802444419
"Glyma07g17240.1",8.874095416,9.148945189,8.901933611,9.762820817,9.568107866,9.535193548,9.342006411,9.690843319,9.677192975
"Glyma03g22620.1",5.055331333,5.718202036,5.471307543,6.103245458,4.82868765,6.01207112,3.919421798,4.437871554,4.269312365
"Glyma06g05020.2",4.189719725,3.878324529,3.818717943,4.08008541,4.001936034,3.796464751,4.131515099,4.400170629,3.680652147
"Glyma07g38400.2",0.802444419,2.480108018,2.284122113,2.504094126,1.981549201,0.802444419,1.960025921,1.925188497,2.134442499
"Glyma17g03820.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma15g42330.2",5.677956063,5.364694632,5.275526432,6.944713629,6.432276328,6.306636612,6.286602886,6.461749373,6.485463904
"Glyma19g23550.1",3.189934035,3.353473394,3.437521613,3.82347168,4.038849525,4.164186463,3.669489075,3.494481589,4.005527029
"Glyma17g08130.1",0.802444419,0.802444419,0.802444419,2.504094126,0.802444419,2.485804332,0.802444419,0.802444419,0.802444419
"Glyma03g40651.1",0.802444419,0.802444419,2.412894115,3.100206401,0.802444419,0.802444419,2.970397346,2.050358216,2.629277496
"Glyma12g05460.4",3.189934035,3.587762083,4.048843376,2.504094126,2.429190874,2.815709867,2.717845277,3.166774704,2.979755932
"Glyma20g37120.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma13g05531.1",0.802444419,0.802444419,1.763406798,3.100206401,1.773750117,0.802444419,2.970397346,2.354658205,0.802444419
"Glyma09g38640.1",6.713756545,6.767104229,6.640921667,6.500270914,6.144762542,6.488428427,7.024509885,7.132940645,7.152395947
"Glyma06g06650.4",3.928861976,3.475608771,3.593010849,4.297148571,3.925073038,3.48353348,4.131515099,4.51040576,4.143559112
"Glyma01g32390.4",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma07g12925.1",2.57615938,3.219282553,3.323111951,4.485384761,3.566863045,3.295618641,4.315904794,4.400170629,4.491656415
"Glyma05g26800.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma18g02330.1",7.86638071,7.658826171,7.524404865,6.624867975,7.030083827,7.104475497,6.350846775,6.06669333,6.560562616
"Glyma13g36471.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma10g42300.6",4.768720191,4.712672381,4.881506842,3.508926494,4.14412898,4.164186463,4.554162475,3.817761013,4.384823783
"Glyma11g15530.1",9.864123759,10.11509478,9.767091963,10.26840151,10.2685827,10.60744628,10.52251295,10.76164873,10.77213632
"Glyma06g00510.1",10.479321,10.40699737,10.38779166,7.716099348,7.335243789,7.653729202,7.574433328,7.705066446,7.483477769
"Glyma01g03330.1",6.230710205,5.788774198,6.507203969,7.037296373,6.794318738,5.855276521,6.528000474,6.515301343,6.105441425
"Glyma19g31271.1",0.802444419,0.802444419,1.488107454,3.508926494,2.750602782,2.815709867,1.960025921,0.802444419,0.802444419
"Glyma14g22131.1",2.57615938,2.708883726,2.528801926,4.08008541,3.843760721,3.796464751,2.970397346,2.440040652,3.255648587
"Glyma06g17250.1",5.294105324,4.936976565,4.71439929,4.297148571,3.566863045,3.48353348,2.717845277,3.665507789,3.85248678
"Glyma15g04971.1",6.539451945,6.152069325,6.234590977,6.41079062,6.288116073,6.466919284,6.750674874,6.927760271,6.827050473
"Glyma17g36480.1",4.768720191,4.38674731,3.818717943,0.802444419,3.006235812,3.48353348,3.181867923,2.731104899,2.629277496
"Glyma08g12940.2",5.910758846,5.333533195,6.045760243,6.500270914,6.58815922,6.070303107,6.09981137,5.701023604,5.724814166
"Glyma14g22740.1",0.802444419,3.353473394,2.906502055,0.802444419,1.495619672,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma05g34710.1",5.759811393,5.166704137,5.066231735,0.802444419,3.006235812,2.024570893,1.960025921,1.780646184,0.802444419
"Glyma13g19190.2",7.167750184,7.012743284,6.703400284,6.775834678,7.29055231,7.585528344,5.144875782,5.187720718,5.488614517
"Glyma20g01360.1",6.585043125,6.288151363,6.669657074,6.21321582,5.848288659,5.855276521,5.913793844,6.382308044,6.631942351
"Glyma08g11590.1",5.400091136,4.977911166,5.166630805,5.375348724,5.112392179,5.194157371,5.09562789,4.999664033,5.075072909
"Glyma09g35380.1",2.57615938,3.070193613,2.412894115,3.100206401,4.303866771,3.796464751,0.802444419,1.780646184,2.629277496
"Glyma16g26580.2",3.189934035,3.070193613,2.906502055,0.802444419,2.841576602,2.815709867,1.960025921,2.050358216,2.629277496
"Glyma10g15740.1",0.802444419,0.802444419,0.802444419,0.802444419,1.773750117,0.802444419,0.802444419,1.925188497,0.802444419
"Glyma02g03010.2",3.189934035,3.691498409,2.985693771,6.543010958,5.129451001,5.295421716,4.820300376,4.753652563,3.255648587
"Glyma03g30600.1",0.802444419,2.195941712,2.634493029,0.802444419,1.495619672,0.802444419,0.802444419,1.780646184,2.629277496
"Glyma04g04551.1",5.400091136,3.788031682,2.822146858,0.802444419,0.802444419,0.802444419,0.802444419,1.925188497,0.802444419
