"S1.1","S1.2","S1.3","S2.1","S2.2","S2.3","S3.1","S3.2","S3.3"
"Glyma12g35530.1",0.802444419,0.802444419,2.528801926,0.802444419,1.773750117,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma18g05320.1",3.60822179,4.190730225,3.818717943,0.802444419,2.54603671,2.024570893,1.960025921,2.161653477,0.802444419
"Glyma13g27490.2",9.258601081,8.860656786,9.094327476,7.232681393,7.898752073,8.181732578,5.795610285,6.005612152,5.488614517
"Glyma20g11530.2",6.869244383,7.39821348,6.658231542,8.523932418,8.50061383,8.774126322,8.038124812,8.320752175,8.449839132
"Glyma07g21171.1",0.802444419,0.802444419,1.763406798,0.802444419,1.495619672,0.802444419,1.960025921,1.780646184,0.802444419
"Glyma02g06980.6",3.928861976,3.788031682,3.641178542,2.504094126,3.80126414,3.930005221,2.970397346,3.212346128,2.629277496
"Glyma14g08910.1",0.802444419,0.802444419,0.802444419,0.802444419,1.981549201,0.802444419,2.400776787,4.56248298,0.802444419
"Glyma06g44290.2",3.60822179,3.878324529,3.976240132,4.297148571,3.843760721,3.930005221,4.226705426,4.172784626,3.680652147
"Glyma11g09825.1",3.189934035,5.85604832,5.878515184,3.82347168,4.273326104,3.077327899,3.525391014,3.901739613,3.255648587
"Glyma13g37410.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma02g43110.1",5.910758846,6.078884652,5.828391301,4.08008541,3.71218517,4.268174867,3.669489075,4.56248298,4.771186028
"Glyma03g38640.2",0.802444419,1.806181881,2.284122113,0.802444419,1.773750117,0.802444419,1.960025921,1.925188497,2.629277496
"Glyma20g19920.1",0.802444419,2.195941712,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma09g17185.1",0.802444419,2.195941712,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma03g03280.1",9.405556878,9.457429053,9.43024409,8.666008615,8.659880266,8.800151556,9.070488123,9.17900884,9.381852895
"Glyma05g37850.5",4.919179105,5.333533195,5.471307543,6.044943819,5.179443994,5.435078974,5.732669997,6.018037326,5.965018756
"Glyma17g16865.1",4.189719725,3.788031682,3.131044685,3.508926494,3.404429577,3.077327899,3.525391014,3.070683037,2.134442499
"Glyma15g01030.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma12g25500.2",6.047376089,5.592301962,5.53523588,4.651633371,4.24211383,4.838822579,4.399832955,4.341677489,4.853410018
"Glyma10g09470.1",9.379927125,8.914199737,9.384187663,6.624867975,6.022486269,5.951385735,5.885144722,6.187107881,5.587793098
"Glyma18g15451.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma09g11360.1",0.802444419,2.195941712,1.969199029,3.82347168,4.333764552,4.268174867,4.131515099,3.665507789,2.629277496
"Glyma09g06000.3",2.57615938,2.708883726,2.906502055,3.100206401,2.841576602,2.815709867,2.400776787,2.79429905,2.629277496
"Glyma18g34444.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma02g06450.1",8.088350484,8.413397633,8.123328224,7.924361355,7.690938448,8.07918153,8.226760863,8.33446855,8.05045671
"Glyma13g19530.3",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,1.606099385,0.802444419
"Glyma02g28577.1",0.802444419,0.802444419,1.969199029,0.802444419,1.773750117,0.802444419,0.802444419,1.925188497,0.802444419
"Glyma06g46400.2",3.189934035,4.118869227,3.859787307,3.82347168,3.964029309,4.268174867,3.181867923,2.664562324,2.134442499
"Glyma17g13350.3",0.802444419,2.708883726,2.284122113,0.802444419,2.152379961,0.802444419,0.802444419,2.050358216,0.802444419
"Glyma11g00690.1",3.928861976,3.963154457,4.083789975,3.508926494,4.001936034,4.268174867,4.315904794,3.955057373,4.143559112
"Glyma06g05210.3",2.57615938,3.070193613,3.491326922,3.508926494,3.220032249,2.024570893,1.960025921,3.166774704,2.629277496
"Glyma16g08960.4",5.591163423,6.255316458,5.722584325,5.058658307,5.696545247,6.04148131,5.283230233,5.012167925,5.141950986
"Glyma04g00560.1",3.189934035,3.475608771,4.71439929,3.82347168,2.152379961,3.48353348,2.970397346,3.632951641,2.629277496
"Glyma16g32236.2",2.57615938,3.587762083,4.336059024,4.800537794,4.303866771,4.697669934,4.820300376,4.474600105,4.683947725
"Glyma12g01740.3",4.600559949,4.760433252,4.841522825,3.82347168,4.650743819,4.455765278,5.326537964,5.142965635,5.004924918
"Glyma13g06550.1",0.802444419,0.802444419,2.138459829,3.82347168,3.71218517,3.796464751,2.970397346,3.019892689,0.802444419
"Glyma20g22680.6",7.439965676,7.196870847,7.561669164,7.152162886,6.804951635,6.878806776,7.063361833,6.931047473,7.362807909
"Glyma10g37571.1",3.189934035,3.219282553,3.381516002,3.508926494,2.841576602,3.077327899,4.131515099,3.565451044,3.85248678
"Glyma20g31990.2",2.57615938,3.963154457,3.641178542,5.467097437,5.227754945,4.769986034,5.449142901,4.596174331,5.075072909
"Glyma16g06980.2",0.802444419,1.806181881,2.138459829,3.508926494,2.926515396,3.077327899,2.400776787,3.070683037,3.484529468
"Glyma19g43110.3",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma10g05880.1",3.60822179,3.587762083,4.306872305,4.93540082,5.696545247,5.855276521,7.037577175,6.672841795,6.535961833
"Glyma06g48460.1",4.189719725,5.742112539,5.133938508,4.297148571,4.501046635,5.295421716,4.936849374,4.474600105,4.491656415
"Glyma19g39800.1",9.864123759,9.31141677,9.787549772,9.33458742,9.303430858,8.923669141,9.918219923,10.10726889,10.18003851
"Glyma12g12880.1",0.802444419,0.802444419,1.763406798,0.802444419,0.802444419,2.024570893,2.717845277,0.802444419,0.802444419
"Glyma15g05350.1",3.189934035,2.708883726,2.412894115,0.802444419,2.429190874,2.485804332,2.717845277,2.664562324,0.802444419
"Glyma07g31247.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma05g32150.2",5.294105324,5.09413947,4.36465844,3.100206401,4.001936034,4.455765278,2.717845277,2.731104899,0.802444419
"Glyma08g42830.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma02g33550.1",2.57615938,3.353473394,3.131044685,2.504094126,1.495619672,0.802444419,0.802444419,1.374338448,0.802444419
"Glyma06g48120.1",0.802444419,2.195941712,2.138459829,0.802444419,2.152379961,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma14g07260.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma11g15930.1",3.60822179,0.802444419,2.138459829,3.100206401,3.152509389,2.024570893,2.717845277,3.166774704,3.484529468
"Glyma16g00541.1",6.341136825,5.833970999,5.868629006,6.624867975,6.630621803,6.466919284,6.702255895,6.937599484,7.215709823
"Glyma14g13100.1",3.60822179,3.475608771,3.687729849,5.17215966,4.177549388,4.268174867,4.399832955,3.874301923,3.680652147
"Glyma07g11531.1",2.57615938,3.878324529,4.246635248,4.651633371,3.71218517,3.48353348,2.970397346,3.256422827,2.134442499
"Glyma17g16980.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,1.374338448,0.802444419
"Glyma08g22010.1",8.99720377,9.457429053,8.861418133,7.066882008,7.543203215,7.727918176,7.472280675,7.481216886,7.885051389
"Glyma02g05530.1",2.57615938,2.195941712,3.131044685,3.100206401,3.80126414,4.051948721,2.717845277,1.780646184,0.802444419
"Glyma19g26148.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma11g12550.5",5.591163423,6.238614148,5.73352187,6.103245458,6.531659809,6.591408612,6.600248922,6.700074308,6.785917358
"Glyma14g09150.1",2.57615938,2.902131009,3.131044685,3.508926494,3.514821475,2.815709867,3.364437003,3.299105444,3.484529468
"Glyma08g11080.1",0.802444419,0.802444419,1.763406798,3.508926494,3.006235812,3.077327899,1.960025921,2.731104899,2.629277496
"Glyma15g20200.2",3.189934035,1.806181881,2.906502055,0.802444419,2.429190874,3.077327899,1.960025921,2.354658205,2.629277496
"Glyma16g19215.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma13g16390.3",3.928861976,4.259121106,3.732773317,4.485384761,4.24211383,4.365060981,4.315904794,4.259742496,4.143559112
"Glyma19g01780.2",3.60822179,3.691498409,2.528801926,2.504094126,3.284326375,2.024570893,2.717845277,1.606099385,0.802444419
"Glyma12g07250.3",3.189934035,3.353473394,3.131044685,3.100206401,3.006235812,3.077327899,2.970397346,2.731104899,2.629277496
"Glyma09g37550.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma15g40990.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma13g01760.4",3.928861976,3.070193613,2.906502055,4.297148571,3.345703274,3.48353348,4.399832955,4.150184819,4.005527029
"Glyma14g36990.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma20g31000.1",6.585043125,6.812941929,6.646714746,5.784818818,5.461113088,5.982047974,5.144875782,5.411678649,5.205851824
"Glyma19g26174.1",0.802444419,2.195941712,1.763406798,0.802444419,2.926515396,3.48353348,3.525391014,3.901739613,4.384823783
"Glyma18g04850.2",4.409914796,3.878324529,4.048843376,3.82347168,3.152509389,4.268174867,4.029452583,3.728417999,3.680652147
"Glyma11g13220.3",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,2.024570893,1.960025921,0.802444419,0.802444419
"Glyma17g04850.1",5.837262082,5.364694632,4.800390278,4.800537794,5.289741575,5.821759946,4.758264225,4.708203451,4.683947725
"Glyma17g32846.1",0.802444419,0.802444419,0.802444419,0.802444419,1.495619672,0.802444419,2.717845277,2.161653477,2.629277496
"Glyma01g22871.1",0.802444419,0.802444419,1.488107454,0.802444419,1.773750117,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma19g22871.1",0.802444419,0.802444419,1.488107454,2.504094126,0.802444419,2.485804332,1.960025921,1.780646184,2.134442499
"Glyma03g14490.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma10g33990.1",9.347236055,9.080336654,9.043650748,6.879515646,7.192744998,6.911015542,5.326537964,5.262835362,6.071597943
"Glyma08g00711.1",0.802444419,2.195941712,2.412894115,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma09g17501.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma18g46850.1",0.802444419,2.708883726,3.198162033,0.802444419,2.299330519,2.024570893,3.364437003,2.731104899,2.629277496
"Glyma03g19824.1",0.802444419,0.802444419,1.488107454,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma10g41295.1",0.802444419,4.936976565,3.976240132,4.651633371,4.807617821,4.697669934,5.144875782,4.677081172,4.853410018
"Glyma06g07980.2",3.60822179,3.353473394,3.859787307,3.508926494,3.404429577,2.024570893,3.181867923,3.119595914,0.802444419
"Glyma10g30870.1",7.710597178,7.784913131,7.7536955,8.048176734,8.051638283,8.028709553,7.767168242,8.017955523,8.275113209
"Glyma13g17180.1",3.189934035,3.691498409,3.060366475,4.800537794,4.602568137,4.164186463,4.226705426,4.195029382,3.255648587
"Glyma10g32170.3",0.802444419,2.902131009,3.899687461,3.100206401,3.152509389,2.024570893,3.364437003,3.299105444,2.979755932
"Glyma06g16110.5",2.57615938,0.802444419,2.138459829,0.802444419,1.495619672,0.802444419,2.400776787,2.59424315,2.134442499
"Glyma13g38420.2",2.57615938,1.806181881,3.060366475,3.100206401,2.750602782,3.48353348,2.717845277,2.440040652,2.979755932
"Glyma19g06930.1",6.443702035,6.169799099,5.907772943,6.944713629,6.955697392,6.973352113,7.452904423,7.644288057,7.675855191
"Glyma17g11910.3",4.768720191,4.612079851,4.995171227,6.664117184,5.763545448,6.180149145,6.582523394,6.024209955,6.105441425
"Glyma06g35010.3",0.802444419,0.802444419,0.802444419,0.802444419,1.773750117,0.802444419,1.960025921,0.802444419,2.134442499
"Glyma20g37170.1",9.718354538,10.1623281,9.63566837,8.91402232,8.94579825,9.176395905,8.618901736,8.728409469,8.859639311
"Glyma07g03220.2",7.254940521,6.82417725,7.511766384,4.485384761,3.665414987,3.295618641,4.029452583,4.080134633,4.269312365
"Glyma01g04080.5",3.189934035,2.195941712,2.731821462,2.504094126,3.006235812,2.024570893,1.960025921,2.050358216,2.134442499
"Glyma08g06081.1",2.57615938,0.802444419,0.802444419,5.277342903,4.650743819,4.967301182,5.192490224,5.304058119,5.724814166
"Glyma01g17580.2",0.802444419,0.802444419,1.488107454,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma04g34820.1",5.055331333,5.017709522,4.646333248,2.504094126,4.391737343,4.164186463,3.364437003,3.955057373,4.591037204
"Glyma09g08521.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma18g01960.1",7.363555892,7.47861575,7.647939243,5.920745874,6.119419942,6.28221166,6.148827783,6.461749373,6.485463904
"Glyma14g37980.1",0.802444419,2.195941712,2.822146858,4.800537794,5.259082532,5.085207333,6.564577223,7.017082686,6.608539577
"Glyma02g04040.3",6.492371792,6.204617345,6.309555606,6.21321582,5.817091483,5.888030736,6.412349,6.131020604,5.767735021
"Glyma02g05001.2",0.802444419,0.802444419,0.802444419,0.802444419,1.495619672,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma13g32250.1",0.802444419,0.802444419,1.488107454,5.277342903,4.391737343,0.802444419,2.970397346,3.665507789,4.269312365
"Glyma14g14270.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma17g16591.1",5.837262082,6.412485829,6.50082099,5.984182951,6.897276143,6.630625699,5.632778195,5.693293757,6.001428333
"Glyma03g35101.1",2.57615938,2.480108018,2.906502055,0.802444419,1.981549201,2.024570893,2.717845277,2.050358216,0.802444419
"Glyma02g14545.1",5.294105324,5.056433357,4.622904543,4.93540082,4.14412898,5.343497585,4.131515099,4.661262186,4.683947725
"Glyma11g27190.1",2.57615938,1.806181881,1.969199029,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma16g29141.1",3.189934035,1.806181881,2.138459829,0.802444419,1.495619672,0.802444419,0.802444419,1.374338448,0.802444419
"Glyma09g38650.2",4.189719725,4.190730225,4.183726338,4.08008541,4.742480895,4.769986034,3.919421798,3.457575535,3.85248678
"Glyma05g31930.1",7.414942818,6.942311799,6.871129822,6.775834678,7.524027454,7.736929154,6.329748722,6.32347324,6.699954339
"Glyma03g06550.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,2.400776787,0.802444419,0.802444419
"Glyma06g03680.1",3.189934035,1.806181881,3.641178542,3.82347168,3.566863045,3.077327899,3.669489075,3.788610379,3.484529468
"Glyma18g36430.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma08g13590.1",0.802444419,1.806181881,2.138459829,0.802444419,0.802444419,0.802444419,0.802444419,1.374338448,0.802444419
"Glyma14g21325.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma02g43074.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma19g20970.1",0.802444419,2.195941712,1.488107454,0.802444419,1.495619672,0.802444419,2.970397346,0.802444419,3.255648587
"Glyma08g07990.2",4.600559949,5.09413947,5.11730888,4.651633371,4.038849525,3.930005221,3.669489075,4.341677489,4.143559112
"Glyma14g21201.1",0.802444419,3.219282553,3.491326922,0.802444419,3.617015097,3.295618641,3.919421798,3.632951641,4.005527029
"Glyma06g21665.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,2.134442499
"Glyma07g35561.1",0.802444419,0.802444419,2.138459829,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma06g39120.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma08g46120.1",7.042637474,6.67081129,6.249899094,6.21321582,6.921906581,6.649841346,7.162123859,7.112819253,7.664554743
"Glyma10g02400.1",6.975760616,7.506776317,6.980670493,7.697306947,7.6114107,8.072078465,8.031609314,7.966030429,8.18308011
"Glyma06g14700.2",3.928861976,1.806181881,1.969199029,0.802444419,3.081390186,3.077327899,2.970397346,3.299105444,4.005527029
"Glyma17g34811.1",0.802444419,0.802444419,1.488107454,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma02g43306.10",0.802444419,1.806181881,0.802444419,0.802444419,1.495619672,0.802444419,0.802444419,1.374338448,0.802444419
"Glyma13g25800.1",8.522403799,7.513731387,7.979295144,7.152162886,7.848253205,7.653729202,7.037577175,7.833560173,7.215709823
"Glyma01g08586.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma18g49600.2",4.768720191,3.788031682,4.800390278,3.82347168,4.602568137,4.455765278,4.936849374,4.692726999,5.141950986
"Glyma09g39020.2",5.498797641,5.941121234,5.497220806,6.265206113,5.461113088,5.194157371,4.879759784,5.231123088,5.075072909
"Glyma19g40270.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma18g05870.1",0.802444419,0.802444419,1.488107454,0.802444419,0.802444419,2.024570893,0.802444419,0.802444419,0.802444419
"Glyma08g18630.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma12g30330.3",2.57615938,3.788031682,3.437521613,3.82347168,3.566863045,2.815709867,2.717845277,3.874301923,3.255648587
"Glyma13g28620.2",5.294105324,5.166704137,5.013269095,4.08008541,5.227754945,4.769986034,5.409425046,5.344131296,5.436337132
"Glyma20g25000.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,2.629277496
"Glyma08g23380.1",0.802444419,2.480108018,2.138459829,3.508926494,2.926515396,2.485804332,3.364437003,3.019892689,2.629277496
"Glyma15g02400.1",2.57615938,1.806181881,2.731821462,0.802444419,4.14412898,3.48353348,4.625485517,4.56248298,4.269312365
"Glyma0220s00260.1",2.57615938,3.219282553,2.528801926,2.504094126,2.750602782,2.815709867,2.970397346,3.019892689,2.979755932
"Glyma11g05970.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,1.374338448,0.802444419
"Glyma03g00650.2",4.189719725,3.353473394,3.543105605,3.100206401,3.284326375,3.796464751,3.669489075,3.457575535,3.255648587
"Glyma13g36600.2",0.802444419,2.902131009,2.906502055,2.504094126,2.652548323,2.024570893,2.717845277,2.050358216,0.802444419
"Glyma18g13373.1",0.802444419,2.480108018,0.802444419,0.802444419,1.981549201,0.802444419,2.717845277,2.664562324,2.979755932
"Glyma19g29590.1",7.902832868,7.958067166,7.965459095,7.734650072,8.129823511,7.59547098,7.382961276,7.274224399,7.37672513
"Glyma17g31590.1",0.802444419,0.802444419,1.488107454,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma08g29420.1",8.988750341,9.370074295,8.965871358,8.606823469,8.597044389,9.080550102,7.991885972,7.966030429,8.059112625
"Glyma14g38400.1",0.802444419,2.902131009,2.138459829,0.802444419,2.429190874,0.802444419,3.525391014,3.119595914,4.269312365
"Glyma16g09990.1",7.464561829,7.988340795,7.576916244,6.21321582,6.54440797,6.01207112,6.196231527,6.719215942,6.943846312
"Glyma14g13750.1",6.341136825,6.931963371,6.686627386,5.375348724,5.289741575,5.92005656,5.368578813,5.108459303,5.634931207
"Glyma20g26220.4",3.928861976,3.878324529,3.593010849,3.100206401,3.152509389,3.077327899,3.181867923,4.031427077,2.979755932
"Glyma04g07390.4",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,1.960025921,0.802444419,0.802444419
"Glyma02g06550.2",4.768720191,5.395194889,5.150377706,5.277342903,5.243504132,5.295421716,5.144875782,5.198694888,5.205851824
"Glyma17g12491.1",5.759811393,5.130880254,5.166630805,4.297148571,4.807617821,3.796464751,2.400776787,1.780646184,0.802444419
"Glyma13g43820.2",6.672115838,6.526942246,6.054505951,5.984182951,5.785203403,6.649841346,5.700136948,5.273252452,5.205851824
"Glyma12g34390.1",4.409914796,4.503860824,4.013009211,3.100206401,4.333764552,3.796464751,4.315904794,4.629088952,5.488614517
"Glyma18g48800.1",6.172152832,5.920319453,5.917394924,6.21321582,6.557044392,6.668804265,6.857704456,6.558456866,6.510933963
"Glyma03g27295.1",0.802444419,1.806181881,2.284122113,0.802444419,1.981549201,0.802444419,0.802444419,1.606099385,0.802444419
"Glyma12g01350.4",3.60822179,4.612079851,4.622904543,5.058658307,4.52711229,4.967301182,4.693415826,4.259742496,4.143559112
"Glyma08g09601.1",0.802444419,1.806181881,2.822146858,2.504094126,1.981549201,2.485804332,1.960025921,1.606099385,2.134442499
"Glyma18g49210.1",5.98068647,5.643990937,5.608379098,5.920745874,5.858539312,5.641367839,5.326537964,5.012167925,4.931168661
"Glyma20g26381.1",6.62923669,7.305067334,6.593719503,6.21321582,6.249704723,6.742256249,4.936849374,5.654009312,5.92766495
"Glyma13g17100.1",3.189934035,2.195941712,0.802444419,0.802444419,2.299330519,2.485804332,1.960025921,1.606099385,0.802444419
"Glyma03g38210.2",2.57615938,2.902131009,2.906502055,0.802444419,2.429190874,2.024570893,1.960025921,2.354658205,2.134442499
"Glyma13g29490.2",0.802444419,0.802444419,1.488107454,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma03g36640.1",0.802444419,0.802444419,0.802444419,3.100206401,0.802444419,0.802444419,0.802444419,1.606099385,0.802444419
"Glyma20g35480.1",4.600559949,5.425061533,5.04879387,3.508926494,4.109900021,4.268174867,5.764484058,5.629913435,5.267030324
"Glyma08g01970.1",7.137474729,7.032250553,7.012422136,6.944713629,7.267676316,7.104475497,7.138060122,7.08062158,7.320231924
"Glyma01g22990.1",0.802444419,1.806181881,1.763406798,4.651633371,4.24211383,3.796464751,3.525391014,3.494481589,4.005527029
"Glyma01g40900.4",4.600559949,4.712672381,4.976842047,5.375348724,4.650743819,4.838822579,4.879759784,4.56248298,4.491656415
"Glyma03g16900.1",0.802444419,0.802444419,1.969199029,3.82347168,5.005547983,5.245681607,4.479085791,4.51040576,3.680652147
"Glyma14g01940.2",3.60822179,3.691498409,3.491326922,3.100206401,2.429190874,2.024570893,3.525391014,3.419649007,3.680652147
"Glyma20g08423.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma13g18630.1",3.60822179,3.587762083,3.93848481,3.508926494,3.514821475,3.077327899,3.181867923,2.664562324,2.134442499
"Glyma03g28950.2",3.189934035,3.070193613,3.818717943,3.100206401,4.001936034,3.077327899,2.400776787,1.925188497,0.802444419
"Glyma03g34880.2",4.409914796,4.558995988,4.881506842,5.711719484,5.539702707,4.904501348,5.996473023,5.476194639,5.205851824
"Glyma02g05770.1",0.802444419,2.708883726,1.763406798,0.802444419,2.926515396,2.485804332,3.181867923,3.119595914,2.979755932
"Glyma17g11270.1",7.488745589,7.744096564,7.502214318,8.795338587,8.454095747,8.655587605,9.517788762,9.50817142,9.682804597
"Glyma09g27782.3",0.802444419,2.708883726,1.969199029,4.651633371,4.038849525,2.815709867,4.554162475,4.280673693,2.979755932
"Glyma10g38290.1",3.189934035,2.708883726,3.381516002,3.508926494,4.52711229,4.268174867,4.554162475,4.216930262,4.143559112
"Glyma06g06530.1",0.802444419,3.587762083,2.906502055,9.146519717,7.481584217,8.188316916,8.894964574,9.046646435,8.898742
"Glyma19g36930.1",0.802444419,0.802444419,0.802444419,4.08008541,3.843760721,3.796464751,2.717845277,3.788610379,4.384823783
"Glyma19g04250.1",0.802444419,0.802444419,1.763406798,2.504094126,1.495619672,2.024570893,0.802444419,1.606099385,0.802444419
"Glyma13g35410.2",4.919179105,5.425061533,5.182701993,5.058658307,6.241898056,6.098559621,4.820300376,5.187720718,5.382087334
"Glyma10g34040.1",0.802444419,2.708883726,2.634493029,0.802444419,1.981549201,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma12g03440.1",4.600559949,3.691498409,3.732773317,3.82347168,3.006235812,3.077327899,3.800033846,3.874301923,3.85248678
"Glyma13g06431.1",0.802444419,2.708883726,2.412894115,0.802444419,0.802444419,0.802444419,2.400776787,2.79429905,3.255648587
"Glyma11g33470.1",6.831915819,7.457128556,7.416667651,6.363877518,6.8155067,7.018397615,6.471334201,6.225109237,6.293335816
"Glyma13g18851.1",2.57615938,3.587762083,3.437521613,3.508926494,3.345703274,3.077327899,3.525391014,2.967061604,2.629277496
"Glyma08g04000.2",5.179675485,4.503860824,5.100484335,6.41079062,6.136364436,6.098559621,5.562111223,5.262835362,5.436337132
"Glyma10g07885.1",6.393331479,6.921540146,7.107891676,7.066882008,7.763587379,8.207891515,7.635864238,8.149336936,8.101629848
"Glyma11g09560.1",3.928861976,3.475608771,3.732773317,6.315386025,6.058493961,6.422913579,5.04462986,5.096770363,5.382087334
"Glyma14g03330.1",0.802444419,0.802444419,1.969199029,0.802444419,2.652548323,2.485804332,2.970397346,2.912002562,3.680652147
"Glyma14g11050.1",0.802444419,1.806181881,3.060366475,0.802444419,1.773750117,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma13g26751.1",5.294105324,6.336042368,5.96456364,5.984182951,5.957222425,6.04148131,6.09981137,6.372667507,5.809413293
"Glyma13g11400.2",2.57615938,2.480108018,1.969199029,0.802444419,3.404429577,3.796464751,3.800033846,3.256422827,2.629277496
"Glyma14g39770.1",7.31027037,6.801618381,7.26677074,4.93540082,5.752593057,5.245681607,4.479085791,4.692726999,4.143559112
"Glyma04g31711.1",0.802444419,1.806181881,1.969199029,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma16g02490.2",3.189934035,0.802444419,2.412894115,0.802444419,0.802444419,0.802444419,3.364437003,3.599612774,2.629277496
"Glyma15g16590.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma16g09930.5",4.600559949,4.324366604,4.499621426,4.485384761,4.501046635,4.541038243,4.991751957,4.88193267,5.325709869
"Glyma08g40140.1",5.591163423,5.592301962,5.390642594,5.277342903,4.333764552,4.541038243,4.820300376,4.677081172,4.491656415
"Glyma10g10990.2",6.539451945,7.089237479,7.047873846,5.17215966,4.650743819,4.769986034,4.479085791,4.195029382,4.143559112
"Glyma04g04821.1",2.57615938,2.480108018,2.528801926,0.802444419,1.495619672,0.802444419,1.960025921,0.802444419,0.802444419
"Glyma02g44760.1",5.759811393,5.26910711,5.631956646,6.21321582,6.499287324,5.982047974,5.969437186,5.967680363,6.105441425
